JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration,row_num
3365,10,10,11-Feb-23,Checkout,Drop-off,,1
3370,48,7,23-Mar-23,Checkout,Drop-off,,1
3373,79,17,05-Apr-25,Checkout,Drop-off,,1
3374,86,13,17-Jul-24,Checkout,Drop-off,,1
3376,57,11,06-Sep-24,Checkout,Drop-off,,1
3383,4,19,14-Jun-23,Checkout,Drop-off,,1
3387,6,11,06-Jul-25,Checkout,Drop-off,,1
3391,80,15,22-Nov-24,Checkout,Drop-off,,1
3399,70,3,03-Jul-23,Checkout,Drop-off,,1
3400,18,9,31-Jul-25,Checkout,Drop-off,,1
3404,81,3,29-Sep-24,Checkout,Drop-off,,1
3421,76,11,12-May-23,Checkout,Drop-off,,1
3429,76,7,21-Dec-25,Checkout,Drop-off,,1
3430,24,19,13-Apr-25,Checkout,Drop-off,,1
3435,84,12,04-Jun-25,Checkout,Drop-off,,1
3436,24,4,12-Mar-24,Checkout,Drop-off,,1
3439,30,11,18-Apr-23,Checkout,Drop-off,,1
3446,77,7,11-Sep-24,Checkout,Drop-off,,1
3449,77,9,18-Nov-23,Checkout,Drop-off,,1
3450,85,17,08-Dec-25,Checkout,Drop-off,,1
3454,83,13,08-Aug-23,Checkout,Drop-off,,1
3459,37,9,25-Mar-23,Checkout,Drop-off,,1
3484,95,7,26-Apr-23,Checkout,Drop-off,,1
3487,35,16,28-Apr-23,Checkout,Drop-off,,1
3490,80,6,04-Oct-25,Checkout,Drop-off,,1
3491,90,10,21-Nov-24,Checkout,Drop-off,,1
3492,41,7,22-Feb-23,Checkout,Drop-off,,1
3493,27,15,19-Sep-25,Checkout,Drop-off,,1
3503,88,12,06-Mar-23,Checkout,Drop-off,,1
3517,34,7,14-Jan-24,Checkout,Drop-off,,1
3527,14,17,07-Jul-23,Checkout,Drop-off,,1
3531,70,5,04-Aug-25,Checkout,Drop-off,,1
3543,75,6,30-May-24,Checkout,Drop-off,,1
3552,22,19,04-Apr-25,Checkout,Drop-off,,1
3553,34,20,15-Jan-25,Checkout,Drop-off,,1
3554,94,1,17-Jan-23,Checkout,Drop-off,,1
3557,36,15,13-Jan-25,Checkout,Drop-off,,1
3564,78,19,26-Mar-24,Checkout,Drop-off,,1
3577,65,18,19-Apr-23,Checkout,Drop-off,,1
3579,26,15,24-Oct-25,Checkout,Drop-off,,1
3580,30,16,18-Jun-23,Checkout,Drop-off,,1
3581,87,11,12-Nov-24,Checkout,Drop-off,,1
3582,63,14,31-Oct-24,Checkout,Drop-off,,1
3583,59,2,14-May-25,Checkout,Drop-off,,1
3595,52,8,03-Jul-24,Checkout,Drop-off,,1
3601,78,9,14-Nov-23,Checkout,Drop-off,,1
3602,81,10,05-Jan-24,Checkout,Drop-off,,1
3608,50,3,09-Aug-25,Checkout,Drop-off,,1
3609,14,5,05-Mar-23,Checkout,Drop-off,,1
3625,66,11,29-Jun-24,Checkout,Drop-off,,1
3629,86,10,01-Mar-24,Checkout,Drop-off,,1
3633,25,6,25-Sep-23,Checkout,Drop-off,,1
3650,42,9,13-Jul-25,Checkout,Drop-off,,1
3652,86,17,10-Apr-24,Checkout,Drop-off,,1
3653,33,18,15-Dec-24,Checkout,Drop-off,,1
3655,63,13,07-Aug-25,Checkout,Drop-off,,1
3656,78,3,15-Feb-25,Checkout,Drop-off,,1
3657,74,4,08-Dec-23,Checkout,Drop-off,,1
3673,12,14,21-Oct-23,Checkout,Drop-off,,1
3712,5,20,22-May-24,Checkout,Drop-off,,1
3728,20,2,07-Jun-25,Checkout,Drop-off,,1
3757,83,8,03-Jul-23,Checkout,Drop-off,,1
3762,72,5,16-Oct-25,Checkout,Drop-off,,1
3785,43,4,28-Nov-24,Checkout,Drop-off,,1
3793,43,14,13-Mar-24,Checkout,Drop-off,,1
3798,47,11,28-Aug-25,Checkout,Drop-off,,1
3805,95,14,01-Dec-24,Checkout,Drop-off,,1
3810,9,8,06-Dec-24,Checkout,Drop-off,,1
3811,63,7,31-May-24,Checkout,Drop-off,,1
3815,42,19,29-Oct-24,Checkout,Drop-off,,1
3817,36,7,27-Mar-24,Checkout,Drop-off,,1
3818,87,17,03-Dec-25,Checkout,Drop-off,,1
3823,41,16,01-Mar-24,Checkout,Drop-off,,1
3829,8,5,02-Nov-24,Checkout,Drop-off,,1
3833,29,14,07-Mar-23,Checkout,Drop-off,,1
3847,24,17,02-Feb-25,Checkout,Drop-off,,1
3859,83,20,08-Jun-25,Checkout,Drop-off,,1
3860,42,9,21-Sep-25,Checkout,Drop-off,,1
3879,54,18,13-Jul-25,Checkout,Drop-off,,1
3881,58,18,27-Aug-24,Checkout,Drop-off,,1
3882,13,20,27-May-23,Checkout,Drop-off,,1
3885,96,3,02-Jan-23,Checkout,Drop-off,,1
3887,24,14,14-Oct-24,Checkout,Drop-off,,1
3888,76,14,27-Nov-23,Checkout,Drop-off,,1
3897,39,18,06-Nov-23,Checkout,Drop-off,,1
3910,16,2,26-Jul-25,Checkout,Drop-off,,1
3924,84,16,08-May-23,Checkout,Drop-off,,1
3925,89,4,01-May-23,Checkout,Drop-off,,1
443,98,5,04-Sep-23,Checkout,Drop-off,,2
494,29,6,27-Oct-24,Checkout,Drop-off,,2
520,42,16,13-Jul-25,Checkout,Drop-off,,2
2015,42,20,01-Aug-25,Checkout,Drop-off,,2
2247,38,18,25-Apr-25,Checkout,Drop-off,,2
2668,91,9,27-Oct-25,Checkout,Drop-off,,2
2796,69,7,25-May-25,Checkout,Drop-off,,2
2874,36,12,03-Jul-25,Checkout,Drop-off,,2
2912,64,19,08-Mar-24,Checkout,Drop-off,,2
3139,71,13,27-Aug-23,Checkout,Drop-off,,2
3373,79,17,05-Apr-25,Checkout,Drop-off,,2
3531,70,5,04-Aug-25,Checkout,Drop-off,,2
3609,14,5,05-Mar-23,Checkout,Drop-off,,2
3881,58,18,27-Aug-24,Checkout,Drop-off,,2
208,43,4,30-Dec-23,ProductPage,Drop-off,,1
229,16,17,30-Jan-25,ProductPage,Drop-off,,1
339,37,6,07-Nov-24,ProductPage,Drop-off,,1
361,96,9,30-Oct-25,ProductPage,Drop-off,,1
414,24,15,06-May-25,ProductPage,Drop-off,,1
656,84,2,31-Oct-25,ProductPage,Drop-off,,1
771,67,10,11-Dec-24,ProductPage,Drop-off,,1
1249,17,1,12-Jul-25,ProductPage,Drop-off,,1
1468,70,4,29-Apr-24,ProductPage,Drop-off,,1
1546,68,10,12-Aug-23,ProductPage,Drop-off,,1
1819,100,2,18-Apr-25,ProductPage,Drop-off,,1
1987,66,14,11-Jun-23,ProductPage,Drop-off,,1
1987,66,14,11-Jun-23,ProductPage,Drop-off,,2
2058,38,19,16-Nov-23,ProductPage,Drop-off,,1
2545,43,17,12-Apr-25,ProductPage,Drop-off,,1
2936,68,18,23-Jun-25,ProductPage,Drop-off,,1
3103,23,20,21-Jul-25,ProductPage,Drop-off,,1
3130,12,1,05-Feb-23,ProductPage,Drop-off,,1
3223,57,1,20-Jan-23,ProductPage,Drop-off,,1
3482,66,3,15-Sep-23,ProductPage,Drop-off,,1
3776,28,1,22-Oct-23,ProductPage,Drop-off,,1
3809,72,19,21-Nov-23,ProductPage,Drop-off,,1
3857,28,2,19-Apr-23,ProductPage,Drop-off,,1
151,79,20,04-Nov-23,Checkout,Purchase,298,2
3193,92,16,01-Apr-24,Checkout,Purchase,38,2
36,17,2,20-Nov-23,Checkout,Purchase,137,1
76,42,17,29-May-25,Checkout,Purchase,261,1
78,46,17,15-Jun-25,Checkout,Purchase,122,1
81,89,15,27-Oct-25,Checkout,Purchase,246,1
84,79,15,09-Mar-25,Checkout,Purchase,48,1
99,58,16,06-Jul-24,Checkout,Purchase,87,1
120,37,17,29-Feb-24,Checkout,Purchase,180,1
151,79,20,04-Nov-23,Checkout,Purchase,298,1
160,83,12,20-Dec-25,Checkout,Purchase,240,1
166,44,13,27-Sep-24,Checkout,Purchase,141,1
175,82,16,17-Oct-25,Checkout,Purchase,291,1
192,82,3,31-Mar-23,Checkout,Purchase,118,1
241,63,18,17-Jun-24,Checkout,Purchase,101,1
270,66,9,22-Jun-23,Checkout,Purchase,296,1
285,58,4,11-Jun-24,Checkout,Purchase,269,1
289,90,12,15-Aug-25,Checkout,Purchase,148,1
295,92,19,28-Mar-23,Checkout,Purchase,220,1
298,84,10,19-Dec-24,Checkout,Purchase,80,1
312,9,11,15-May-23,Checkout,Purchase,165,1
330,3,14,11-Apr-24,Checkout,Purchase,249,1
375,23,2,08-Mar-25,Checkout,Purchase,125,1
424,94,10,14-Aug-23,Checkout,Purchase,164,1
447,64,11,15-Jan-24,Checkout,Purchase,65,1
458,94,2,20-Jan-25,Checkout,Purchase,192,1
461,19,5,05-Sep-24,Checkout,Purchase,176,1
533,33,11,29-Jan-23,Checkout,Purchase,84,1
541,70,1,12-Nov-23,Checkout,Purchase,194,1
566,25,12,27-Sep-25,Checkout,Purchase,188,1
578,84,18,17-Apr-25,Checkout,Purchase,109,1
588,49,4,28-Sep-25,Checkout,Purchase,178,1
593,68,11,20-Jan-24,Checkout,Purchase,201,1
616,64,16,07-Mar-23,Checkout,Purchase,214,1
635,87,1,16-Apr-25,Checkout,Purchase,93,1
645,76,2,19-Jun-23,Checkout,Purchase,108,1
679,97,14,19-Aug-23,Checkout,Purchase,156,1
809,27,17,06-May-25,Checkout,Purchase,196,1
815,100,10,18-Jul-23,Checkout,Purchase,167,1
817,98,2,23-Dec-24,Checkout,Purchase,46,1
821,96,12,28-Jul-24,Checkout,Purchase,82,1
823,95,10,18-Jan-24,Checkout,Purchase,279,1
874,20,4,17-Dec-24,Checkout,Purchase,296,1
881,97,9,16-Mar-24,Checkout,Purchase,180,1
899,44,9,05-Oct-24,Checkout,Purchase,170,1
950,35,14,07-Apr-23,Checkout,Purchase,171,1
955,33,19,08-May-25,Checkout,Purchase,260,1
963,50,11,23-Aug-24,Checkout,Purchase,114,1
969,48,11,28-Feb-24,Checkout,Purchase,174,1
980,95,7,11-Feb-23,Checkout,Purchase,119,1
1015,8,11,14-Jan-24,Checkout,Purchase,98,1
1037,35,10,02-Aug-24,Checkout,Purchase,289,1
1043,31,2,11-Sep-25,Checkout,Purchase,249,1
1063,44,18,03-Jan-24,Checkout,Purchase,208,1
1069,73,16,26-Jun-24,Checkout,Purchase,56,1
1124,67,7,06-Sep-25,Checkout,Purchase,83,1
1128,84,18,06-Jan-24,Checkout,Purchase,18,1
1160,25,15,03-Mar-25,Checkout,Purchase,124,1
1166,83,19,20-Feb-24,Checkout,Purchase,69,1
1211,78,7,22-Apr-24,Checkout,Purchase,25,1
1223,32,14,17-Sep-25,Checkout,Purchase,187,1
1242,83,8,06-Jul-23,Checkout,Purchase,74,1
1245,32,20,21-Jan-23,Checkout,Purchase,20,1
1257,87,3,06-Feb-25,Checkout,Purchase,73,1
1308,65,14,20-Apr-25,Checkout,Purchase,214,1
1418,22,4,07-Nov-23,Checkout,Purchase,281,1
1420,89,13,06-Jan-23,Checkout,Purchase,245,1
1424,32,6,03-Nov-23,Checkout,Purchase,192,1
1438,41,10,23-Jul-23,Checkout,Purchase,89,1
1506,57,3,06-Dec-23,Checkout,Purchase,201,1
1576,76,7,05-Dec-24,Checkout,Purchase,23,1
1580,30,2,26-Sep-24,Checkout,Purchase,268,1
1601,42,12,05-Oct-23,Checkout,Purchase,237,1
1615,88,6,28-Apr-23,Checkout,Purchase,244,1
1674,47,16,03-Oct-23,Checkout,Purchase,248,1
1686,70,5,14-Jan-23,Checkout,Purchase,33,1
1709,72,19,10-Feb-25,Checkout,Purchase,207,1
1744,6,14,01-May-25,Checkout,Purchase,48,1
1748,61,20,04-Oct-23,Checkout,Purchase,20,1
1763,69,14,11-Feb-23,Checkout,Purchase,126,1
1797,83,11,12-Jun-23,Checkout,Purchase,209,1
1802,91,15,22-Jul-24,Checkout,Purchase,293,1
1810,58,19,04-Aug-24,Checkout,Purchase,198,1
1878,63,14,09-Oct-23,Checkout,Purchase,31,1
1923,95,13,07-Aug-25,Checkout,Purchase,106,1
1980,84,9,24-Jan-24,Checkout,Purchase,44,1
2004,47,13,01-Dec-24,Checkout,Purchase,230,1
2007,83,19,01-Jul-23,Checkout,Purchase,127,1
2096,60,5,28-Jan-25,Checkout,Purchase,242,1
2127,98,16,18-Dec-24,Checkout,Purchase,292,1
2164,29,3,04-Jul-23,Checkout,Purchase,174,1
2174,95,3,30-Jul-24,Checkout,Purchase,63,1
2179,63,6,01-Oct-24,Checkout,Purchase,122,1
2181,59,17,25-Sep-24,Checkout,Purchase,145,1
2187,1,9,23-Oct-24,Checkout,Purchase,10,1
2194,33,14,04-Jun-23,Checkout,Purchase,217,1
2209,97,4,19-Apr-25,Checkout,Purchase,23,1
2224,88,4,01-Jun-23,Checkout,Purchase,89,1
2230,74,3,11-Jan-23,Checkout,Purchase,219,1
2234,31,3,03-Jul-25,Checkout,Purchase,107,1
2262,83,9,08-Sep-25,Checkout,Purchase,117,1
2311,75,8,11-Sep-23,Checkout,Purchase,34,1
2325,96,11,09-Aug-23,Checkout,Purchase,221,1
2332,40,8,23-Feb-23,Checkout,Purchase,292,1
2355,17,10,09-Sep-24,Checkout,Purchase,26,1
2371,65,15,06-May-23,Checkout,Purchase,67,1
2377,66,20,28-Jun-23,Checkout,Purchase,21,1
2380,12,9,11-Jan-23,Checkout,Purchase,123,1
2385,76,15,20-Sep-25,Checkout,Purchase,254,1
2390,45,1,30-Sep-24,Checkout,Purchase,91,1
2399,2,17,20-Mar-24,Checkout,Purchase,197,1
2404,47,19,09-Dec-23,Checkout,Purchase,55,1
2411,23,1,25-May-24,Checkout,Purchase,44,1
2417,42,12,15-Dec-23,Checkout,Purchase,171,1
2428,87,9,20-Jul-23,Checkout,Purchase,150,1
2473,1,10,12-Feb-23,Checkout,Purchase,271,1
2480,76,13,20-Dec-23,Checkout,Purchase,139,1
2487,82,5,26-Apr-23,Checkout,Purchase,294,1
2505,52,6,09-Sep-23,Checkout,Purchase,112,1
2539,86,2,08-May-24,Checkout,Purchase,197,1
2548,91,5,10-Aug-23,Checkout,Purchase,131,1
2551,32,14,08-Mar-25,Checkout,Purchase,133,1
2554,87,9,07-May-23,Checkout,Purchase,224,1
2615,37,9,22-Feb-23,Checkout,Purchase,272,1
2635,11,14,30-May-25,Checkout,Purchase,184,1
2671,4,16,16-Sep-24,Checkout,Purchase,274,1
2675,83,12,24-Nov-23,Checkout,Purchase,136,1
2681,10,10,21-May-25,Checkout,Purchase,171,1
2708,12,20,30-Dec-25,Checkout,Purchase,33,1
2733,55,8,27-Feb-24,Checkout,Purchase,41,1
2741,100,19,11-Jan-23,Checkout,Purchase,185,1
2743,41,1,09-Jan-23,Checkout,Purchase,201,1
2746,80,7,27-Feb-23,Checkout,Purchase,144,1
2770,27,8,31-Jan-24,Checkout,Purchase,251,1
2798,49,3,05-Jul-23,Checkout,Purchase,147,1
2812,3,17,28-Jun-25,Checkout,Purchase,71,1
2821,37,12,19-Jun-23,Checkout,Purchase,134,1
2841,24,11,25-Jul-25,Checkout,Purchase,130,1
2854,20,15,16-Aug-25,Checkout,Purchase,223,1
2886,71,4,13-Mar-25,Checkout,Purchase,165,1
2901,53,8,08-Aug-24,Checkout,Purchase,135,1
2933,79,2,21-Jun-25,Checkout,Purchase,131,1
2938,24,18,12-Jun-24,Checkout,Purchase,255,1
2942,74,7,19-Mar-23,Checkout,Purchase,296,1
2949,55,11,22-Jan-23,Checkout,Purchase,194,1
2982,92,16,06-Feb-23,Checkout,Purchase,86,1
2984,8,19,25-Dec-25,Checkout,Purchase,283,1
2988,46,6,17-May-23,Checkout,Purchase,43,1
2999,63,19,04-Dec-23,Checkout,Purchase,21,1
3040,97,12,31-Mar-23,Checkout,Purchase,207,1
3044,88,5,07-Mar-23,Checkout,Purchase,219,1
3049,49,15,17-Apr-23,Checkout,Purchase,283,1
3060,22,6,21-Jun-23,Checkout,Purchase,105,1
3118,7,1,11-Nov-25,Checkout,Purchase,73,1
3135,50,15,30-Jan-23,Checkout,Purchase,235,1
3144,79,11,08-Mar-24,Checkout,Purchase,108,1
3149,70,15,21-Jun-25,Checkout,Purchase,258,1
3170,49,3,06-Jan-23,Checkout,Purchase,227,1
3193,92,16,01-Apr-24,Checkout,Purchase,38,1
3230,24,8,27-Mar-25,Checkout,Purchase,26,1
3240,25,15,02-Aug-23,Checkout,Purchase,109,1
3247,27,18,14-Dec-23,Checkout,Purchase,222,1
3254,95,12,06-Jul-24,Checkout,Purchase,144,1
3264,74,4,24-Oct-23,Checkout,Purchase,79,1
3272,32,19,28-May-23,Checkout,Purchase,120,1
3280,94,17,29-Jan-25,Checkout,Purchase,271,1
3290,99,3,14-Jun-24,Checkout,Purchase,78,1
3294,34,10,25-Apr-25,Checkout,Purchase,27,1
3338,87,12,24-Jul-23,Checkout,Purchase,242,1
3352,55,6,19-Feb-25,Checkout,Purchase,257,1
3364,24,12,07-Nov-23,Checkout,Purchase,210,1
3397,49,17,23-May-24,Checkout,Purchase,67,1
3434,96,14,19-Feb-25,Checkout,Purchase,104,1
3448,58,2,06-Jun-23,Checkout,Purchase,247,1
3461,40,17,19-Jan-25,Checkout,Purchase,286,1
3480,40,6,06-Mar-23,Checkout,Purchase,181,1
3509,84,11,15-Apr-25,Checkout,Purchase,71,1
3525,87,12,15-Sep-25,Checkout,Purchase,90,1
3534,45,7,28-Nov-25,Checkout,Purchase,136,1
3536,16,6,18-Jan-25,Checkout,Purchase,260,1
3538,40,18,18-Aug-24,Checkout,Purchase,217,1
3548,3,6,29-Sep-24,Checkout,Purchase,295,1
3556,7,9,06-Sep-25,Checkout,Purchase,23,1
3575,68,20,29-Aug-23,Checkout,Purchase,277,1
3592,52,19,11-Dec-25,Checkout,Purchase,242,1
3600,97,19,10-Nov-23,Checkout,Purchase,151,1
3662,65,8,12-Apr-23,Checkout,Purchase,81,1
3685,74,20,26-Dec-25,Checkout,Purchase,71,1
3690,44,5,12-Nov-25,Checkout,Purchase,125,1
3722,74,15,22-Feb-25,Checkout,Purchase,132,1
3732,60,17,21-Apr-24,Checkout,Purchase,169,1
3740,68,19,18-Jan-23,Checkout,Purchase,295,1
3780,68,2,12-Jan-24,Checkout,Purchase,157,1
3788,44,1,24-Feb-23,Checkout,Purchase,112,1
3822,39,20,20-Jul-24,Checkout,Purchase,74,1
3832,87,9,11-Nov-25,Checkout,Purchase,66,1
3851,19,19,06-Sep-25,Checkout,Purchase,67,1
3864,65,5,06-Jan-24,Checkout,Purchase,249,1
3876,95,17,30-Oct-25,Checkout,Purchase,231,1
3913,45,9,15-Nov-23,Checkout,Purchase,66,1
2653,86,2,08-Jun-23,ProductPage,Click,247,2
3643,32,1,12-Oct-25,ProductPage,Click,205,2
3779,70,3,11-Nov-23,ProductPage,Click,108,2
67,25,1,21-May-23,ProductPage,Click,57,1
68,45,16,29-Apr-23,ProductPage,Click,250,1
69,82,19,21-Feb-25,ProductPage,Click,158,1
75,93,1,01-Oct-24,ProductPage,Click,279,1
83,54,8,18-Jan-24,ProductPage,Click,83,1
122,96,19,22-Oct-25,ProductPage,Click,201,1
135,52,20,03-May-25,ProductPage,Click,168,1
159,36,7,21-Mar-24,ProductPage,Click,160,1
172,33,8,30-Oct-23,ProductPage,Click,212,1
173,64,5,28-Aug-24,ProductPage,Click,231,1
196,25,8,23-Aug-25,ProductPage,Click,25,1
197,29,9,07-Oct-24,ProductPage,Click,295,1
220,43,5,11-Jul-24,ProductPage,Click,235,1
227,7,6,01-May-24,ProductPage,Click,171,1
244,3,5,24-Apr-25,ProductPage,Click,187,1
245,69,20,06-Apr-24,ProductPage,Click,283,1
246,90,4,10-Aug-24,ProductPage,Click,154,1
255,95,9,19-Sep-24,ProductPage,Click,239,1
256,32,8,04-Jun-25,ProductPage,Click,59,1
257,30,20,07-Oct-24,ProductPage,Click,163,1
292,39,15,04-Jun-23,ProductPage,Click,201,1
293,18,19,08-Sep-23,ProductPage,Click,77,1
307,85,11,16-Feb-25,ProductPage,Click,209,1
309,38,11,16-Aug-24,ProductPage,Click,176,1
310,73,18,04-Nov-23,ProductPage,Click,216,1
311,33,19,10-Feb-24,ProductPage,Click,67,1
335,93,16,22-Sep-24,ProductPage,Click,248,1
338,51,3,18-Jun-24,ProductPage,Click,288,1
347,76,16,23-Jun-24,ProductPage,Click,117,1
374,67,13,29-Aug-23,ProductPage,Click,114,1
412,3,20,08-Aug-25,ProductPage,Click,74,1
413,29,5,09-Jul-23,ProductPage,Click,235,1
421,25,2,22-Oct-23,ProductPage,Click,269,1
426,60,20,26-Feb-25,ProductPage,Click,158,1
430,7,20,19-Jan-25,ProductPage,Click,63,1
431,66,12,30-Aug-25,ProductPage,Click,229,1
432,73,3,22-Aug-23,ProductPage,Click,27,1
433,20,18,27-Nov-25,ProductPage,Click,205,1
445,4,3,09-May-25,ProductPage,Click,235,1
471,14,16,01-Feb-24,ProductPage,Click,10,1
472,28,14,09-Mar-25,ProductPage,Click,94,1
473,76,2,21-Mar-25,ProductPage,Click,168,1
474,59,3,24-Mar-23,ProductPage,Click,72,1
477,94,11,10-Apr-25,ProductPage,Click,56,1
478,80,7,27-Aug-25,ProductPage,Click,225,1
479,63,17,17-Jan-23,ProductPage,Click,296,1
481,43,7,17-Jun-25,ProductPage,Click,261,1
482,72,4,14-Dec-25,ProductPage,Click,126,1
485,100,4,05-Mar-23,ProductPage,Click,101,1
513,91,17,18-Apr-24,ProductPage,Click,195,1
514,24,3,18-Jun-24,ProductPage,Click,38,1
532,98,12,11-Jun-23,ProductPage,Click,278,1
563,65,20,18-Aug-23,ProductPage,Click,283,1
564,19,16,02-Jun-25,ProductPage,Click,252,1
576,97,17,13-Aug-25,ProductPage,Click,68,1
581,99,9,11-Feb-23,ProductPage,Click,48,1
582,59,2,06-Jun-24,ProductPage,Click,61,1
592,53,14,20-Mar-23,ProductPage,Click,250,1
596,54,20,16-Mar-24,ProductPage,Click,18,1
597,69,16,24-Mar-25,ProductPage,Click,280,1
639,31,7,21-Jun-24,ProductPage,Click,283,1
640,61,15,12-Nov-24,ProductPage,Click,255,1
642,16,15,16-Nov-25,ProductPage,Click,248,1
643,59,16,15-Feb-23,ProductPage,Click,136,1
653,18,16,19-Apr-24,ProductPage,Click,147,1
654,56,17,12-Mar-24,ProductPage,Click,267,1
655,74,5,11-Feb-24,ProductPage,Click,194,1
682,5,4,20-Apr-23,ProductPage,Click,127,1
725,58,16,28-Apr-25,ProductPage,Click,45,1
741,49,1,04-Nov-25,ProductPage,Click,35,1
780,67,4,03-Jan-24,ProductPage,Click,131,1
808,24,16,30-Apr-25,ProductPage,Click,276,1
838,82,13,05-Jan-23,ProductPage,Click,267,1
869,81,6,13-Nov-23,ProductPage,Click,87,1
870,16,16,21-Aug-25,ProductPage,Click,35,1
871,60,19,21-Jul-24,ProductPage,Click,57,1
872,85,19,05-Nov-24,ProductPage,Click,61,1
873,52,15,04-Apr-23,ProductPage,Click,74,1
917,4,19,08-Oct-23,ProductPage,Click,55,1
928,73,4,19-Jan-25,ProductPage,Click,17,1
933,67,1,02-Dec-24,ProductPage,Click,237,1
934,47,20,02-Aug-23,ProductPage,Click,85,1
935,48,3,02-Jul-25,ProductPage,Click,55,1
936,43,11,27-Jul-23,ProductPage,Click,52,1
938,88,18,24-Sep-24,ProductPage,Click,187,1
939,28,14,04-Feb-24,ProductPage,Click,226,1
947,98,3,15-Jan-24,ProductPage,Click,38,1
948,30,7,24-Mar-25,ProductPage,Click,27,1
983,76,7,21-Aug-24,ProductPage,Click,154,1
985,20,3,13-Jan-25,ProductPage,Click,283,1
986,65,12,13-Apr-24,ProductPage,Click,141,1
989,77,19,26-Oct-25,ProductPage,Click,157,1
997,88,1,20-Feb-24,ProductPage,Click,84,1
1001,78,2,19-Aug-23,ProductPage,Click,108,1
1033,75,11,14-Aug-24,ProductPage,Click,234,1
1034,53,3,28-Oct-24,ProductPage,Click,72,1
1036,22,7,11-Apr-23,ProductPage,Click,30,1
1059,30,12,19-Jan-23,ProductPage,Click,128,1
1076,28,9,31-Jul-24,ProductPage,Click,63,1
1084,77,3,02-Jul-23,ProductPage,Click,250,1
1086,4,16,15-Aug-24,ProductPage,Click,74,1
1118,84,20,16-Jul-24,ProductPage,Click,175,1
1119,45,16,04-Nov-25,ProductPage,Click,206,1
1131,29,1,02-Feb-25,ProductPage,Click,227,1
1132,88,16,07-Apr-23,ProductPage,Click,247,1
1133,36,1,26-Jan-25,ProductPage,Click,87,1
1157,98,16,21-Aug-24,ProductPage,Click,110,1
1164,68,7,24-Nov-23,ProductPage,Click,300,1
1186,7,14,08-Aug-23,ProductPage,Click,272,1
1187,49,18,03-Jun-25,ProductPage,Click,151,1
1191,62,13,02-May-23,ProductPage,Click,209,1
1207,68,2,03-Apr-24,ProductPage,Click,299,1
1208,7,18,22-Mar-25,ProductPage,Click,124,1
1210,35,20,31-Oct-23,ProductPage,Click,136,1
1241,57,1,04-Mar-23,ProductPage,Click,257,1
1244,92,16,15-Aug-25,ProductPage,Click,92,1
1254,22,1,05-Sep-23,ProductPage,Click,244,1
1255,27,12,01-Apr-23,ProductPage,Click,166,1
1270,16,3,22-Apr-25,ProductPage,Click,282,1
1272,15,9,06-Oct-23,ProductPage,Click,69,1
1307,54,9,10-Jul-23,ProductPage,Click,233,1
1311,42,13,29-May-25,ProductPage,Click,290,1
1315,4,14,30-Mar-25,ProductPage,Click,215,1
1317,90,17,19-Jan-24,ProductPage,Click,108,1
1341,31,2,28-Jul-25,ProductPage,Click,39,1
1344,4,12,16-Sep-25,ProductPage,Click,254,1
1399,86,9,01-May-24,ProductPage,Click,219,1
1402,13,19,02-Jul-24,ProductPage,Click,247,1
1417,18,16,10-Apr-23,ProductPage,Click,102,1
1437,35,5,27-Mar-25,ProductPage,Click,62,1
1495,53,4,05-Aug-24,ProductPage,Click,139,1
1504,73,13,08-Jan-24,ProductPage,Click,235,1
1505,44,17,25-Apr-24,ProductPage,Click,147,1
1526,65,20,14-Sep-23,ProductPage,Click,87,1
1545,50,6,31-Jan-23,ProductPage,Click,285,1
1565,64,20,18-Feb-24,ProductPage,Click,226,1
1566,21,7,29-Jan-24,ProductPage,Click,234,1
1574,38,15,30-Sep-23,ProductPage,Click,51,1
1575,24,6,19-Nov-25,ProductPage,Click,243,1
1579,70,11,30-Nov-25,ProductPage,Click,230,1
1584,22,17,13-Apr-24,ProductPage,Click,67,1
1597,39,8,12-Nov-24,ProductPage,Click,24,1
1607,45,2,19-Jun-24,ProductPage,Click,296,1
1608,70,18,08-Feb-25,ProductPage,Click,233,1
1610,34,7,23-Oct-24,ProductPage,Click,90,1
1611,40,9,07-Jan-25,ProductPage,Click,90,1
1613,78,7,18-Mar-23,ProductPage,Click,17,1
1614,94,10,12-May-23,ProductPage,Click,160,1
1634,27,4,28-Jun-23,ProductPage,Click,25,1
1671,35,5,01-Apr-23,ProductPage,Click,112,1
1672,18,7,21-Aug-24,ProductPage,Click,110,1
1673,2,12,23-Aug-25,ProductPage,Click,275,1
1684,76,10,22-Sep-24,ProductPage,Click,258,1
1685,33,1,15-Dec-24,ProductPage,Click,230,1
1737,64,7,16-Mar-25,ProductPage,Click,284,1
1738,44,10,08-Mar-23,ProductPage,Click,244,1
1742,55,11,23-Jan-25,ProductPage,Click,85,1
1743,60,15,17-Nov-25,ProductPage,Click,86,1
1746,10,19,02-Feb-23,ProductPage,Click,212,1
1775,77,10,30-Dec-23,ProductPage,Click,11,1
1789,35,5,10-Oct-25,ProductPage,Click,242,1
1800,22,11,29-Dec-23,ProductPage,Click,143,1
1865,74,15,24-Aug-25,ProductPage,Click,190,1
1880,53,9,16-Mar-24,ProductPage,Click,257,1
1888,19,11,25-Oct-25,ProductPage,Click,259,1
