EngagementID,ContentID,ContentType,Views,Clicks,Likes,EngagementDate,CampaignID,ProductID
3791,1,BLOG,462,16,0,08-Jul-25,1,11
3793,49,BLOG,1210,33,0,03-Aug-25,15,19
3795,10,SOCIAL MEDIA,282,5,0,19-Oct-25,9,12
3805,44,BLOG,820,23,0,26-Sep-25,14,9
3809,44,VIDEO,827,12,0,20-Sep-25,15,1
3813,11,VIDEO,534,15,0,19-Dec-25,15,10
3835,10,BLOG,126,5,0,12-Dec-25,20,3
3842,4,SOCIAL MEDIA,120,1,0,18-Sep-25,11,4
3875,7,BLOG,54,2,0,12-Sep-25,18,8
3879,14,VIDEO,19,0,0,23-Oct-25,14,7
3883,38,SOCIAL MEDIA,156,7,0,20-Mar-25,1,18
3896,7,BLOG,932,23,0,08-Dec-25,2,20
3922,10,BLOG,32,2,0,12-Mar-25,12,13
3927,48,SOCIAL MEDIA,341,9,0,13-Jun-25,7,5
3934,13,SOCIAL MEDIA,112,1,0,13-Dec-25,19,1
3948,5,SOCIAL MEDIA,158,3,0,29-Jul-25,13,7
3954,37,SOCIAL MEDIA,809,49,0,31-Jul-25,4,10
3964,38,BLOG,960,39,0,30-Sep-25,8,20
3969,28,SOCIAL MEDIA,263,10,0,30-Jul-25,2,2
3978,49,BLOG,369,16,0,10-Aug-25,13,20
3983,21,SOCIAL MEDIA,559,11,0,13-Nov-25,19,7
4016,11,SOCIAL MEDIA,139,2,0,09-Nov-25,6,9
4020,47,BLOG,71,2,0,19-Mar-25,11,2
4024,17,BLOG,134,1,0,30-Aug-25,2,16
4028,48,BLOG,236,6,0,23-Dec-25,19,2
4031,16,SOCIAL MEDIA,699,23,0,29-Dec-25,6,14
4034,36,VIDEO,172,6,0,20-Nov-25,16,6
4039,23,VIDEO,257,3,0,27-Sep-25,15,1
4040,45,VIDEO,171,2,0,28-Sep-25,11,20
4054,10,SOCIAL MEDIA,148,4,0,08-Sep-25,6,17
4055,42,VIDEO,48,1,0,18-May-25,11,19
4065,6,SOCIAL MEDIA,506,9,0,08-Dec-25,6,16
4066,47,SOCIAL MEDIA,328,3,0,28-Sep-25,7,11
4067,23,SOCIAL MEDIA,89,2,0,09-Nov-25,6,15
4076,20,BLOG,19,0,0,29-Dec-25,4,13
4082,28,BLOG,488,18,0,14-Sep-25,2,18
4086,49,BLOG,639,8,0,21-Sep-25,11,16
4092,49,SOCIAL MEDIA,288,10,0,06-Dec-25,2,12
4097,40,VIDEO,222,5,0,14-Dec-25,6,15
4102,34,BLOG,602,11,0,06-Oct-25,4,17
4123,28,SOCIAL MEDIA,940,31,0,03-Sep-25,10,7
4128,31,SOCIAL MEDIA,386,6,0,28-Oct-25,1,3
4138,5,BLOG,653,16,0,08-Jul-25,19,14
4147,38,SOCIAL MEDIA,408,19,0,05-Dec-25,14,10
4160,46,VIDEO,336,7,0,03-Nov-25,11,3
4166,19,SOCIAL MEDIA,449,10,0,08-Aug-25,7,11
4167,31,BLOG,1075,32,0,30-Aug-25,12,14
4169,4,BLOG,257,11,0,20-Oct-25,17,7
4178,2,BLOG,411,16,0,14-Sep-25,17,14
4182,35,VIDEO,486,20,0,12-Sep-25,20,8
4185,33,SOCIAL MEDIA,399,9,0,08-Dec-25,19,11
4186,24,BLOG,88,6,0,14-Mar-25,20,5
4188,48,VIDEO,944,36,0,07-Oct-25,3,1
4190,13,SOCIAL MEDIA,127,4,0,05-Jun-25,11,19
4195,23,SOCIAL MEDIA,748,22,0,17-Dec-25,19,8
4228,32,VIDEO,511,16,0,18-Oct-25,10,7
4231,49,SOCIAL MEDIA,985,44,0,24-Aug-25,10,10
4237,40,VIDEO,805,18,0,07-Oct-25,3,16
4245,15,BLOG,770,10,0,11-Dec-25,12,5
4280,23,VIDEO,346,4,0,20-Nov-25,17,11
4299,10,VIDEO,286,10,0,26-Oct-25,20,2
4304,5,SOCIAL MEDIA,599,27,0,10-Sep-25,11,12
4310,15,VIDEO,524,24,0,03-Dec-25,10,6
4325,12,SOCIAL MEDIA,412,5,0,06-Sep-25,12,20
4327,11,VIDEO,308,15,0,25-Jun-25,18,5
4335,37,BLOG,130,5,0,03-Sep-25,20,18
4340,23,VIDEO,740,31,0,26-Sep-25,13,13
4348,11,SOCIAL MEDIA,612,11,0,12-Jul-25,16,8
4349,37,SOCIAL MEDIA,70,0,0,04-Sep-25,3,16
4353,16,VIDEO,954,25,0,11-Oct-25,10,19
4375,40,SOCIAL MEDIA,182,2,0,25-Oct-25,2,3
4384,26,SOCIAL MEDIA,796,11,0,09-Nov-25,16,9
4387,44,SOCIAL MEDIA,169,6,0,27-Sep-25,10,5
4388,35,VIDEO,45,0,0,16-Dec-25,9,1
4389,50,BLOG,982,27,0,06-Sep-25,1,9
4403,27,VIDEO,232,7,0,07-Nov-25,10,18
4426,27,VIDEO,986,20,0,15-Dec-25,16,19
4431,4,VIDEO,585,14,0,02-Jun-25,17,1
4434,39,BLOG,98,1,0,03-Dec-25,17,12
4446,26,BLOG,665,13,0,07-Jun-25,11,20
4468,29,VIDEO,930,20,0,15-Sep-25,12,9
4478,22,VIDEO,326,7,0,01-Jul-25,2,19
4493,8,SOCIAL MEDIA,443,5,0,25-Nov-25,11,4
4511,36,SOCIAL MEDIA,496,11,0,13-Nov-25,2,4
4528,20,VIDEO,115,1,0,20-Oct-25,5,11
4547,44,SOCIAL MEDIA,838,13,0,04-Sep-25,7,3
4551,14,BLOG,363,14,0,26-Aug-25,7,2
4581,2,SOCIAL MEDIA,287,3,0,09-Oct-25,1,14
4594,49,VIDEO,983,18,0,21-Dec-25,7,18
4599,42,SOCIAL MEDIA,477,17,0,17-Sep-25,14,13
4604,41,VIDEO,1320,17,0,07-Aug-25,12,18
4611,39,VIDEO,73,3,0,23-Sep-25,20,7
35,2,VIDEO,704,17,1,26-Jul-25,13,15
202,9,VIDEO,680,27,1,20-Apr-25,17,2
209,25,VIDEO,779,24,1,10-Aug-25,3,7
418,35,VIDEO,846,28,1,02-Sep-25,10,15
550,28,VIDEO,678,25,1,25-Jul-25,10,10
559,4,VIDEO,409,15,1,21-Mar-25,12,11
562,38,VIDEO,259,14,1,17-May-25,8,17
563,7,VIDEO,1598,68,1,13-Jun-25,16,16
914,18,VIDEO,740,27,1,06-May-25,14,2
942,20,VIDEO,192,21,1,17-Oct-24,16,2
964,20,VIDEO,1377,48,1,05-Jun-25,16,6
972,16,VIDEO,896,42,1,07-Sep-25,13,2
1038,3,VIDEO,539,27,1,01-Apr-25,20,13
1097,7,VIDEO,60,14,1,07-May-24,11,16
1106,22,VIDEO,1390,56,1,27-Jun-25,4,8
1356,46,VIDEO,298,13,1,13-Mar-25,1,18
1358,7,VIDEO,912,35,1,22-Aug-25,9,7
1439,39,VIDEO,1040,19,1,13-Jul-25,5,3
1456,8,VIDEO,818,25,1,26-Dec-25,15,19
1468,26,VIDEO,795,31,1,25-Oct-25,14,2
1623,28,VIDEO,766,19,1,20-May-25,8,1
1643,42,VIDEO,285,22,1,05-Jul-25,10,20
1740,11,VIDEO,1282,68,1,23-May-25,1,13
1809,16,VIDEO,490,40,1,14-Jun-25,1,7
1826,21,VIDEO,724,54,1,03-Feb-25,13,20
1876,6,VIDEO,740,26,1,25-Mar-25,17,3
1955,3,VIDEO,1078,51,1,11-Aug-25,10,12
2005,48,VIDEO,673,30,1,22-Dec-25,14,8
2120,21,VIDEO,174,18,1,10-May-25,11,13
2126,49,VIDEO,64,10,1,19-Jun-24,13,9
2155,2,VIDEO,127,13,1,17-Oct-23,16,4
2219,22,VIDEO,296,14,1,30-Apr-25,10,5
2294,34,VIDEO,640,28,1,20-Oct-25,10,12
2339,15,VIDEO,1151,52,1,13-Aug-25,3,19
2498,32,VIDEO,805,33,1,23-Sep-25,18,2
2511,6,VIDEO,1515,75,1,29-May-25,14,5
2512,14,VIDEO,979,46,1,22-Jul-25,5,3
2525,38,VIDEO,886,36,1,18-Nov-25,2,16
2639,3,VIDEO,102,5,1,07-Jun-24,3,18
2672,3,VIDEO,159,15,1,25-Sep-24,15,20
2703,38,VIDEO,266,18,1,11-May-25,7,2
2725,9,VIDEO,1020,27,1,23-Aug-25,6,11
2852,38,VIDEO,1699,35,1,23-Jun-25,4,11
2983,28,VIDEO,846,28,1,10-Dec-25,2,12
3007,17,VIDEO,744,30,1,05-Jul-25,14,10
3050,37,VIDEO,970,39,1,27-Oct-25,16,15
3168,23,VIDEO,941,42,1,19-Aug-25,20,20
3223,48,VIDEO,1172,25,1,12-Aug-25,19,19
3232,45,VIDEO,478,39,1,16-Mar-25,18,16
3264,48,VIDEO,1182,79,1,05-Jul-25,15,8
3311,44,VIDEO,818,45,1,04-Aug-25,12,17
3532,10,VIDEO,1007,52,1,25-Aug-25,5,9
3713,41,VIDEO,445,26,1,14-Mar-25,17,13
3731,4,VIDEO,186,9,1,21-Mar-25,7,8
3735,39,VIDEO,474,28,1,03-Oct-24,9,19
3773,32,VIDEO,802,19,1,23-Jul-25,12,13
3872,3,VIDEO,580,22,1,22-Oct-25,3,19
3893,32,VIDEO,655,31,1,07-Oct-25,10,1
4017,39,VIDEO,124,8,1,04-Sep-24,6,15
4098,20,VIDEO,334,32,1,06-Apr-25,9,13
4136,28,VIDEO,560,31,1,15-Aug-25,12,17
4174,8,VIDEO,674,28,1,23-Oct-25,2,6
4194,41,VIDEO,94,12,1,11-Dec-24,11,17
4198,24,VIDEO,1232,54,1,02-Aug-25,1,9
4395,25,VIDEO,226,15,1,14-May-25,15,15
4568,8,VIDEO,1260,40,1,31-Jul-25,20,11
3,16,VIDEO,1905,204,32,08-Dec-23,7,14
4,43,VIDEO,2766,257,17,21-Jan-25,19,20
13,14,VIDEO,1796,136,12,04-Feb-25,12,18
22,11,VIDEO,5543,1288,357,04-Apr-24,12,16
26,31,VIDEO,1742,71,2,04-Jun-25,20,20
27,42,VIDEO,3225,337,72,27-Jul-24,4,3
37,32,VIDEO,9759,3095,400,24-Jan-23,7,1
39,24,VIDEO,4881,1204,373,02-Sep-23,11,11
40,18,VIDEO,3222,793,215,02-Apr-24,4,4
47,41,VIDEO,1145,130,33,08-Jun-24,3,12
48,19,VIDEO,1648,163,15,26-Jan-25,17,8
53,41,VIDEO,599,39,2,20-Sep-24,16,15
57,8,VIDEO,944,91,3,12-Jan-25,7,20
66,28,VIDEO,1493,141,23,12-Sep-24,4,5
68,33,VIDEO,239,43,5,20-Oct-24,3,19
71,37,VIDEO,4368,1156,459,04-Mar-23,11,14
75,11,VIDEO,565,137,12,01-May-24,13,18
79,36,VIDEO,3632,1500,397,26-Apr-23,9,16
80,15,VIDEO,1535,243,8,04-Jan-25,19,12
83,48,VIDEO,1933,158,14,20-Feb-25,9,2
90,35,VIDEO,3338,1402,595,25-May-23,7,9
92,35,VIDEO,516,49,3,21-May-25,3,8
94,33,VIDEO,2595,933,389,18-Feb-23,15,17
100,32,VIDEO,2657,175,34,05-May-24,15,13
113,49,VIDEO,898,184,31,08-Feb-23,17,14
120,33,VIDEO,1674,486,164,14-Sep-23,1,7
121,5,VIDEO,8641,3301,1071,09-Feb-23,17,7
122,13,VIDEO,5471,615,63,17-Apr-24,6,12
127,41,VIDEO,989,103,19,29-Oct-23,6,6
133,44,VIDEO,415,34,2,18-Apr-25,18,6
138,19,VIDEO,2352,425,113,02-Jan-24,15,17
140,11,VIDEO,7397,1971,394,08-Mar-23,6,6
141,47,VIDEO,861,264,30,24-Jan-24,13,16
163,9,VIDEO,4613,1553,233,08-Jan-23,16,5
173,20,VIDEO,6025,2221,393,09-May-23,17,3
175,4,VIDEO,3550,300,16,10-Jun-24,15,16
179,25,VIDEO,1052,65,3,04-May-25,19,19
181,16,VIDEO,2963,199,12,02-Feb-25,14,13
182,7,VIDEO,422,68,6,29-Apr-24,20,12
197,20,VIDEO,5012,1452,172,31-Dec-23,4,11
198,4,VIDEO,2336,1076,117,01-Feb-23,8,12
216,32,VIDEO,4938,1068,234,06-Aug-23,4,17
217,10,VIDEO,6297,1624,279,30-Jan-23,4,12
218,50,VIDEO,2280,480,80,18-Sep-24,18,9
229,18,VIDEO,2361,746,291,27-Jan-23,17,12
232,38,VIDEO,4956,495,105,09-Sep-23,8,8
239,11,VIDEO,1445,83,10,24-Sep-24,11,10
241,4,VIDEO,2226,478,41,04-Jun-23,17,6
242,38,VIDEO,2178,280,70,13-May-23,17,19
245,39,VIDEO,9002,2059,339,15-Feb-23,10,7
246,30,VIDEO,4556,1277,256,06-Mar-24,20,5
250,9,VIDEO,3931,1744,708,01-Mar-23,17,15
253,46,VIDEO,2279,972,363,11-Apr-23,16,3
260,7,VIDEO,1920,177,14,08-Apr-25,15,13
261,36,VIDEO,852,79,12,05-Jan-25,17,15
267,34,VIDEO,4348,376,42,18-Nov-23,14,7
274,20,VIDEO,5486,1725,820,14-Feb-23,12,2
284,30,VIDEO,3654,231,41,01-Nov-24,1,7
286,2,VIDEO,745,78,6,08-Mar-25,17,9
295,27,VIDEO,5666,1655,520,15-Dec-23,1,17
297,41,VIDEO,2929,410,69,16-Oct-24,12,12
305,14,VIDEO,6103,790,152,11-Jul-23,17,19
308,40,VIDEO,1902,365,25,15-Mar-24,17,13
311,33,VIDEO,6357,968,210,13-Oct-23,11,13
314,27,VIDEO,694,81,10,29-Sep-24,1,18
320,12,VIDEO,440,85,5,19-Sep-24,8,3
329,18,VIDEO,3374,773,197,27-Apr-24,3,19
333,50,VIDEO,5670,734,110,26-Jan-23,4,6
336,50,VIDEO,1619,249,41,02-Oct-24,11,4
337,5,VIDEO,1915,382,75,05-May-24,15,5
343,36,VIDEO,79,19,4,19-May-24,10,15
345,14,VIDEO,7762,2590,781,02-Jul-23,19,13
347,21,VIDEO,2401,713,244,09-Oct-23,5,15
355,38,VIDEO,3382,532,54,07-Nov-24,6,2
359,5,VIDEO,5643,1767,633,02-Jul-23,6,20
361,35,VIDEO,1656,164,26,24-Jun-23,15,13
363,39,VIDEO,2018,441,97,17-Apr-24,20,1
368,8,VIDEO,4897,982,185,16-Apr-24,15,8
378,22,VIDEO,7680,2029,526,19-Aug-23,14,18
379,19,VIDEO,1942,392,66,15-Mar-24,10,18
381,49,VIDEO,2509,181,10,28-Feb-25,20,3
394,19,VIDEO,1434,320,41,23-May-23,8,17
395,26,VIDEO,4746,2012,681,09-Feb-23,3,1
402,2,VIDEO,9328,4574,950,04-Jan-23,14,5
403,22,VIDEO,2059,119,18,18-Aug-24,18,11
426,23,VIDEO,1186,225,34,15-Sep-24,12,4
429,22,VIDEO,4450,814,251,10-Feb-24,13,13
435,27,VIDEO,580,88,9,18-Sep-24,19,6
452,38,VIDEO,1853,259,15,03-Jan-25,5,14
471,2,VIDEO,2972,216,34,09-May-24,4,5
485,35,VIDEO,1970,817,335,01-May-23,18,20
486,17,VIDEO,2158,254,50,25-Apr-24,10,13
487,21,VIDEO,2050,203,22,19-Mar-25,1,7
489,21,VIDEO,1407,66,2,31-Mar-25,20,9
499,10,VIDEO,2575,97,9,28-Jan-25,12,11
508,50,VIDEO,5316,836,213,03-Feb-24,7,13
512,1,VIDEO,2172,147,33,29-Jul-24,8,14
517,35,VIDEO,2778,263,35,30-Oct-24,18,20
519,50,VIDEO,1113,172,39,10-Sep-23,18,15
524,36,VIDEO,1089,167,37,01-Jul-24,4,14
539,49,VIDEO,2276,204,32,29-Jul-24,18,18
540,22,VIDEO,1482,105,8,14-Jun-25,2,17
557,13,VIDEO,4281,706,241,30-Jan-23,17,5
558,45,VIDEO,831,66,3,23-Jun-25,11,13
560,33,VIDEO,1062,235,27,21-May-24,19,20
565,20,VIDEO,7683,2806,680,29-Jan-23,13,16
567,22,VIDEO,4232,918,154,27-Apr-23,15,6
576,8,VIDEO,1345,91,19,24-Aug-24,2,10
583,8,VIDEO,6773,1129,187,30-Apr-23,20,16
595,46,VIDEO,1379,54,4,29-Dec-24,1,18
597,41,VIDEO,4890,632,211,12-Mar-23,11,14
606,41,VIDEO,3381,576,106,02-Oct-24,10,15
610,50,VIDEO,1278,330,30,07-Jun-24,2,14
614,14,VIDEO,3290,1006,258,12-Oct-23,11,2
620,30,VIDEO,4336,322,64,13-May-24,2,19
626,15,VIDEO,4595,1068,275,22-May-24,3,5
630,25,VIDEO,1993,198,26,16-Dec-24,9,1
631,22,VIDEO,8207,923,396,21-Feb-23,17,18
644,3,VIDEO,1698,188,29,24-Feb-24,8,1
650,28,VIDEO,7396,2102,483,01-Jun-23,8,9
652,22,VIDEO,984,281,91,29-Jun-23,6,4
653,24,VIDEO,8533,1197,422,20-May-23,3,9
658,37,VIDEO,7079,1943,586,25-Sep-23,18,3
659,12,VIDEO,2104,131,24,06-May-24,15,11
661,18,VIDEO,2151,241,14,13-Oct-24,13,16
669,45,VIDEO,727,104,12,05-Sep-23,11,2
673,35,VIDEO,1301,125,6,26-Jan-25,18,2
677,39,VIDEO,6793,1772,200,05-Jul-23,18,16
681,26,VIDEO,2683,527,69,13-Oct-24,5,12
682,4,VIDEO,1294,58,8,23-Jan-25,3,14
692,13,VIDEO,1514,294,61,28-Apr-24,15,9
696,14,VIDEO,4053,1261,143,03-Jan-23,4,11
700,1,VIDEO,1404,287,62,02-Jun-23,11,6
711,12,VIDEO,829,197,15,13-Nov-23,14,20
716,48,VIDEO,4392,891,117,10-Aug-24,19,12
725,46,VIDEO,1615,164,10,13-Sep-24,16,10
726,10,VIDEO,1788,247,39,24-Jun-24,3,19
728,4,VIDEO,2189,182,10,04-Apr-25,15,7
731,4,VIDEO,489,79,13,07-Nov-24,19,2
754,27,VIDEO,5309,1185,249,01-Mar-24,13,1
756,50,VIDEO,819,53,6,02-Oct-24,4,1
757,47,VIDEO,1101,146,28,23-Feb-24,6,3
759,40,VIDEO,1447,149,21,05-Aug-24,1,11
760,20,VIDEO,2130,161,5,03-May-25,8,9
761,14,VIDEO,1414,510,91,25-Mar-23,1,11
767,11,VIDEO,6105,2088,755,24-Jul-23,11,20
768,40,VIDEO,3278,881,216,31-May-23,19,10
770,26,VIDEO,1182,79,2,09-Jul-25,16,15
775,8,VIDEO,2375,1022,372,23-Apr-23,6,10
787,40,VIDEO,3650,603,132,01-Apr-24,11,11
792,47,VIDEO,3493,1118,297,03-Dec-23,3,12
793,9,VIDEO,5250,1274,121,11-Oct-23,11,15
798,3,VIDEO,689,97,11,07-Jul-24,4,8
803,42,VIDEO,1107,95,10,23-Sep-24,14,7
815,2,VIDEO,7679,2681,627,12-Feb-23,12,19
819,23,VIDEO,5386,732,200,01-Mar-23,14,18
822,7,VIDEO,6044,799,352,05-May-23,16,6
825,28,VIDEO,950,36,3,30-May-25,13,14
828,12,VIDEO,3950,1667,618,05-Feb-23,14,11
832,31,VIDEO,2637,130,13,19-Dec-24,7,2
835,16,VIDEO,4425,1152,135,30-Apr-23,10,13
838,21,VIDEO,4640,886,124,27-Jun-24,9,18
848,36,VIDEO,6569,1074,180,01-Nov-23,19,19
849,11,VIDEO,2281,520,42,26-Jan-24,19,9
853,4,VIDEO,918,99,7,16-Mar-25,17,18
860,28,VIDEO,719,72,9,27-Feb-25,3,6
862,4,VIDEO,3767,484,66,16-Oct-24,4,10
867,25,VIDEO,1504,130,10,24-Feb-25,14,8
877,22,VIDEO,4090,345,48,12-Mar-24,18,7
880,24,VIDEO,1902,654,202,24-Mar-23,4,17
902,49,VIDEO,5029,963,68,05-Jun-24,2,5
906,15,VIDEO,1438,114,32,03-Nov-23,12,19
910,19,VIDEO,4025,1169,474,09-Jun-23,8,11
919,38,VIDEO,786,31,2,05-Jul-25,20,2
920,21,VIDEO,169,40,3,10-Oct-23,4,20
923,12,VIDEO,2604,577,124,09-Aug-24,19,12
929,33,VIDEO,375,91,8,10-Jul-24,17,2
945,13,VIDEO,4537,841,131,06-Jul-24,12,5
949,16,VIDEO,4359,569,94,18-Jun-24,6,6
952,38,VIDEO,2318,250,9,01-Apr-25,8,5
956,6,VIDEO,2885,325,15,06-Nov-24,19,15
957,26,VIDEO,752,97,7,07-Jan-25,11,1
959,2,VIDEO,640,78,6,27-Aug-23,1,17
966,24,VIDEO,625,53,4,22-Mar-25,4,2
968,44,VIDEO,7410,1585,436,14-Aug-23,16,15
973,12,VIDEO,972,212,23,04-Aug-24,15,9
975,35,VIDEO,909,61,3,21-Mar-25,3,9
978,26,VIDEO,1871,293,61,13-Jul-24,14,2
982,16,VIDEO,2021,335,49,01-Sep-24,5,18
986,49,VIDEO,4084,325,42,04-Oct-24,18,6
988,24,VIDEO,2786,346,82,12-Apr-23,20,12
1020,11,VIDEO,2645,960,353,16-Jan-23,7,4
1024,38,VIDEO,2096,175,25,07-Feb-25,14,4
1027,14,VIDEO,4142,685,79,30-Sep-24,1,15
1030,50,VIDEO,1890,140,24,23-Oct-24,14,17
1034,33,VIDEO,760,68,6,02-Apr-25,14,14
1035,11,VIDEO,1078,131,19,03-Nov-24,5,9
1037,26,VIDEO,1957,462,40,22-Feb-24,20,13
1045,46,VIDEO,6813,2875,1131,22-Jan-23,14,18
1049,27,VIDEO,2306,521,149,23-Dec-23,20,13
1062,50,VIDEO,4203,1378,514,04-May-23,15,8
1064,30,VIDEO,1705,153,7,17-Nov-24,12,20
1065,42,VIDEO,2219,684,92,17-Oct-23,8,4
1079,44,VIDEO,457,35,3,20-Jan-25,2,15
1081,25,VIDEO,4970,869,371,08-Feb-23,15,5
1085,25,VIDEO,894,43,2,21-Jul-25,7,20
1089,25,VIDEO,4569,727,95,15-Aug-24,12,14
1095,16,VIDEO,5586,1952,568,14-Sep-23,9,17
1104,33,VIDEO,5628,537,85,18-Feb-24,9,10
1109,42,VIDEO,2269,479,126,21-May-24,2,7
1119,38,VIDEO,3822,536,58,30-Sep-24,7,10
1125,35,VIDEO,2496,107,14,24-Oct-24,12,9
1126,15,VIDEO,5502,2056,706,27-Apr-23,1,14
1129,18,VIDEO,6494,1798,259,10-Apr-23,4,8
1132,42,VIDEO,932,130,5,18-Nov-24,19,9
1136,41,VIDEO,1022,265,120,14-Jan-23,6,20
1137,30,VIDEO,2169,141,5,27-Mar-25,18,3
1139,48,VIDEO,1328,230,27,10-Jan-24,19,17
1148,8,VIDEO,872,148,47,15-Aug-23,2,9
1149,22,VIDEO,2315,194,9,22-Feb-25,17,5
1151,44,VIDEO,4006,586,150,09-Mar-24,13,18
1155,40,VIDEO,1170,166,26,19-Nov-24,4,13
1168,2,VIDEO,2452,459,70,18-May-24,3,6
1171,10,VIDEO,1625,120,9,13-Jun-25,8,9
1172,23,VIDEO,885,163,15,27-Aug-24,3,19
1180,45,VIDEO,1152,307,88,11-Apr-24,1,19
1184,6,VIDEO,2425,368,34,31-Dec-24,14,9
1191,33,VIDEO,8295,3174,1395,09-Jan-23,4,18
1195,29,VIDEO,4527,787,135,14-Sep-23,20,7
1197,25,VIDEO,8445,2783,1240,20-Feb-23,5,9
1200,36,VIDEO,504,45,2,10-Apr-25,19,15
1202,34,VIDEO,3421,406,116,04-Jan-24,18,6
1209,22,VIDEO,2015,364,92,03-Nov-23,11,9
1214,5,VIDEO,4875,1239,106,11-Nov-23,13,8
1215,16,VIDEO,787,148,32,03-Apr-24,14,18
1218,21,VIDEO,4840,1780,779,26-Apr-23,11,6
1220,38,VIDEO,3170,478,42,04-Dec-24,2,2
1224,24,VIDEO,7066,1061,166,23-Jul-23,1,1
1236,39,VIDEO,3785,714,99,19-Sep-23,15,8
1253,20,VIDEO,1594,96,7,12-Jun-25,15,2
1258,10,VIDEO,3432,488,63,05-Sep-24,12,14
1262,3,VIDEO,1196,292,108,18-Jul-23,18,5
1263,32,VIDEO,2343,277,19,05-Jul-24,12,5
1267,49,VIDEO,1229,385,101,21-May-23,17,16
1268,40,VIDEO,3428,262,41,10-Oct-24,20,14
1270,38,VIDEO,3521,588,136,20-Jul-24,13,1
1275,36,VIDEO,596,100,24,23-Aug-23,13,3
1280,20,VIDEO,777,359,145,17-Mar-23,19,17
1284,45,VIDEO,6107,1918,310,01-Feb-24,14,1
1291,4,VIDEO,6240,1012,146,07-Feb-23,13,20
1292,1,VIDEO,5100,528,95,30-Apr-24,1,7
1298,38,VIDEO,3367,280,49,08-Feb-24,1,7
1305,13,VIDEO,1000,119,22,10-Apr-23,20,11
1316,12,VIDEO,6122,1217,360,08-May-23,9,1
1320,46,VIDEO,618,144,10,20-Jun-24,1,8
1324,49,VIDEO,3407,1027,370,01-Apr-23,18,18
1329,23,VIDEO,3112,763,114,24-Apr-24,16,1
1331,28,VIDEO,585,151,14,19-May-24,16,6
1333,37,VIDEO,2917,339,50,11-Jan-25,15,6
1347,19,VIDEO,1037,133,5,28-Jan-25,11,4
1351,29,VIDEO,6783,506,176,11-Nov-23,7,20
1353,18,VIDEO,3083,224,24,14-Dec-24,4,11
1359,12,VIDEO,8618,865,216,20-Apr-23,20,9
1361,13,VIDEO,3485,314,20,11-Jul-24,1,7
1364,8,VIDEO,3483,1576,401,16-Feb-23,6,15
1370,27,VIDEO,3746,409,153,12-Aug-23,16,14
1385,27,VIDEO,691,27,2,27-May-25,1,15
1396,6,VIDEO,1341,245,81,11-Sep-23,4,12
1400,20,VIDEO,2175,401,102,22-May-23,11,6
1401,9,VIDEO,689,37,2,04-Jun-25,3,13
1405,12,VIDEO,2658,555,76,01-Mar-24,14,10
1407,17,VIDEO,1008,58,4,05-Jun-25,13,3
1408,50,VIDEO,999,144,27,20-Jul-24,15,16
1414,27,VIDEO,5570,1488,238,23-Jun-23,6,17
1417,30,VIDEO,4952,1314,467,05-Jul-23,11,8
1418,26,VIDEO,1424,302,19,27-Jun-24,17,1
1421,29,VIDEO,8472,3036,1032,08-Apr-23,13,11
1422,4,VIDEO,9399,4238,1977,01-Feb-23,2,1
1425,21,VIDEO,2016,117,5,27-Jan-25,10,2
1428,43,VIDEO,5778,1846,506,13-Mar-23,8,17
1430,33,VIDEO,1649,131,19,07-Dec-24,4,13
1431,20,VIDEO,2089,286,24,27-Dec-24,2,16
1437,20,VIDEO,947,205,16,07-Sep-23,16,14
1438,40,VIDEO,4649,1173,262,23-Jan-24,16,11
1451,16,VIDEO,5115,2329,1052,16-Jan-23,14,19
1457,35,VIDEO,4168,905,283,05-Feb-23,15,17
1465,6,VIDEO,551,67,8,19-Mar-25,1,20
1466,14,VIDEO,409,89,7,08-Jun-24,11,11
1471,10,VIDEO,8486,2343,499,09-Apr-23,5,16
1475,27,VIDEO,5173,2073,628,27-Mar-23,7,7
1476,13,VIDEO,5869,1582,583,24-Jan-23,17,12
1479,35,VIDEO,847,64,13,12-May-24,14,6
1483,28,VIDEO,3039,653,179,12-Nov-23,6,7
1485,25,VIDEO,1155,68,3,11-Apr-25,7,3
1489,41,VIDEO,1330,195,31,05-Dec-24,12,5
1496,10,VIDEO,2100,78,7,26-Mar-25,4,3
1502,30,VIDEO,6332,2283,508,26-Sep-23,5,12
1504,15,VIDEO,3222,503,73,09-Jun-24,2,18
1505,41,VIDEO,1046,97,16,15-Dec-24,4,9
1510,7,VIDEO,2438,84,2,08-Feb-25,19,8
1512,1,VIDEO,2460,173,11,06-Dec-24,6,1
1529,15,VIDEO,7674,1466,652,27-Apr-23,11,1
1548,35,VIDEO,1881,136,11,26-Nov-24,9,5
1551,9,VIDEO,159,44,2,18-Feb-24,12,11
1560,19,VIDEO,240,54,10,14-May-23,3,3
1566,49,VIDEO,550,63,3,26-Jan-25,19,17
1567,18,VIDEO,2313,729,282,19-Mar-23,14,6
1583,30,VIDEO,1564,518,141,28-May-23,3,1
1585,26,VIDEO,569,149,19,25-Sep-23,7,1
1588,40,VIDEO,4510,1157,315,03-Apr-24,2,12
1593,5,VIDEO,1861,88,2,28-May-25,12,2
1596,34,VIDEO,2764,1031,263,18-Jan-23,8,9
1597,13,VIDEO,4135,458,112,03-Aug-23,14,1
1600,38,VIDEO,2102,166,8,08-Feb-25,11,4
